[0, 0, 0, 0, 0.06756756756756757, 0.36486486486486486, 0.6621621621621622, 0.9594594594594594, 0.7027027027027027, 0.40540540540540543, 0.10810810810810811, 0, 0, 0, 0]
[0, 0, 0, 0, 0.13043478260869565, 0.5217391304347826, 0.9130434782608695, 1.0, 1.0, 0.8695652173913043, 0.4782608695652174, 0.08695652173913043, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.171875, 0.515625, 0.828125, 0.625, 0.28125, 0]
[0, 0, 0, 0, 0.19607843137254902, 0.6274509803921569, 1.0, 0.6274509803921569, 0.19607843137254902, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3333333333333333, 0.7, 0.8166666666666667, 0.45, 0.08333333333333333]
[0.2037037037037037, 0.6111111111111112, 1.0, 0.6111111111111112, 0.2037037037037037, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0.0, 0.5238095238095238, 1.0, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0.0, 0.5238095238095238, 1.0, 0.47619047619047616, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0.0, 0.4583333333333333, 0.9166666666666666, 0.625, 0.16666666666666666, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0.2727272727272727, 0.696969696969697, 1.0, 1.0, 1.0, 0.9393939393939394, 0.5151515151515151, 0.09090909090909091]
[0, 0, 0, 0, 0, 0, 0, 0.12307692307692308, 0.46153846153846156, 0.8, 1.0, 0.7384615384615385, 0.4, 0.06153846153846154, 0]
[0, 0, 0, 0, 0, 0, 0.016129032258064516, 0.3709677419354839, 0.7258064516129032, 1.0, 1.0, 0.8225806451612904, 0.46774193548387094, 0.11290322580645161, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0.23255813953488372, 0.7441860465116279, 1.0, 0.6976744186046512, 0.18604651162790697, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0.3157894736842105, 0.8947368421052632, 1.0, 1.0, 1.0, 0.4473684210526316, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0.1111111111111111, 0.4444444444444444, 0.7777777777777778, 1.0, 0.8888888888888888, 0.5555555555555556, 0.2222222222222222, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.10526315789473684, 0.39473684210526316, 0.6842105263157895, 0.9736842105263158, 0.7368421052631579]
[0, 0, 0, 0, 0, 0.027777777777777776, 0.4444444444444444, 0.8611111111111112, 0.8611111111111112, 0.4444444444444444, 0.027777777777777776, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0.041666666666666664, 0.5, 0.9583333333333334, 0.5833333333333334, 0.125, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0.3508771929824561, 0.7368421052631579, 0.7192982456140351, 0.3333333333333333, 0, 0, 0]
[0, 0, 0, 0, 0, 0.2054794520547945, 0.5068493150684932, 0.8082191780821918, 1.0, 0.6986301369863014, 0.3972602739726027, 0.0958904109589041, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.09333333333333334, 0.25333333333333335, 0.41333333333333333, 0.5733333333333334, 0.7333333333333333, 0.8]
[0, 0, 0, 0, 0, 0, 0.18867924528301888, 0.6037735849056604, 0.9433962264150944, 0.5283018867924528, 0.11320754716981132, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0.08620689655172414, 0.46551724137931033, 0.8448275862068966, 0.6551724137931034, 0.27586206896551724, 0, 0]
[0.6944444444444444, 1.0, 0.5277777777777778, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0.0, 0.4074074074074074, 0.8148148148148148, 1.0, 1.0, 0.7777777777777778, 0.37037037037037035, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0.4166666666666667, 0.875, 1.0, 1.0, 0.5416666666666666, 0.08333333333333333, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
