[[2, 0.696875, 0.478125, 0.23125, 0.23125], [2, 0.696875, 0.478125, 0.23125, 0.23125], [2, 0.696875, 0.478125, 0.23125, 0.23125], [2, 0.696875, 0.478125, 0.23125, 0.23125], [2, 0.696875, 0.478125, 0.23125, 0.23125], [2, 0.696875, 0.478125, 0.23125, 0.23125], [2, 0.696875, 0.478125, 0.23125, 0.23125], [2, 0.696875, 0.478125, 0.23125, 0.23125], [2, 0.696875, 0.478125, 0.23125, 0.23125], [2, 0.696875, 0.478125, 0.23125, 0.23125], [2, 0.696875, 0.478125, 0.23125, 0.23125], [2, 0.696875, 0.478125, 0.23125, 0.23125], [2, 0.696875, 0.478125, 0.23125, 0.23125], [2, 0.696875, 0.478125, 0.23125, 0.23125], [2, 0.696875, 0.478125, 0.23125, 0.23125]]
[[0, 0.909375, 0.1625, 0.14375, 0.14375], [0, 0.853125, 0.159375, 0.14375, 0.14375], [0, 0.796875, 0.15625, 0.14375, 0.14375], [0, 0.740625, 0.153125, 0.14375, 0.14375], [0, 0.684375, 0.15, 0.14375, 0.14375], [0, 0.628125, 0.146875, 0.14375, 0.14375], [0, 0.571875, 0.14375, 0.14375, 0.14375], [0, 0.515625, 0.140625, 0.14375, 0.14375], [0, 0.459375, 0.1375, 0.14375, 0.14375], [0, 0.403125, 0.134375, 0.14375, 0.14375], [0, 0.346875, 0.13125, 0.14375, 0.14375], [0, 0.290625, 0.128125, 0.14375, 0.14375], [0, 0.234375, 0.125, 0.14375, 0.14375], [0, 0.178125, 0.121875, 0.14375, 0.14375], [0, 0.121875, 0.11875, 0.14375, 0.14375]]
[[0, 0.75, 0.196875, 0.2, 0.2], [0, 0.75, 0.196875, 0.2, 0.2], [0, 0.75, 0.196875, 0.2, 0.2], [0, 0.75, 0.196875, 0.2, 0.2], [0, 0.75, 0.196875, 0.2, 0.2], [0, 0.75, 0.196875, 0.2, 0.2], [0, 0.75, 0.196875, 0.2, 0.2], [0, 0.75, 0.196875, 0.2, 0.2], [0, 0.75, 0.196875, 0.2, 0.2], [0, 0.75, 0.196875, 0.2, 0.2], [0, 0.75, 0.196875, 0.2, 0.2], [0, 0.75, 0.196875, 0.2, 0.2], [0, 0.75, 0.196875, 0.2, 0.2], [0, 0.75, 0.196875, 0.2, 0.2], [0, 0.75, 0.196875, 0.2, 0.2]]
[[2, 0.55, 0.546875, 0.159375, 0.159375], [2, 0.55, 0.546875, 0.159375, 0.159375], [2, 0.55, 0.546875, 0.159375, 0.159375], [2, 0.55, 0.546875, 0.159375, 0.159375], [2, 0.55, 0.546875, 0.159375, 0.159375], [2, 0.55, 0.546875, 0.159375, 0.159375], [2, 0.55, 0.546875, 0.159375, 0.159375], [2, 0.55, 0.546875, 0.159375, 0.159375], [2, 0.55, 0.546875, 0.159375, 0.159375], [2, 0.55, 0.546875, 0.159375, 0.159375], [2, 0.55, 0.546875, 0.159375, 0.159375], [2, 0.55, 0.546875, 0.159375, 0.159375], [2, 0.55, 0.546875, 0.159375, 0.159375], [2, 0.55, 0.546875, 0.159375, 0.159375], [2, 0.55, 0.546875, 0.159375, 0.159375]]
[[0, 0.478125, 0.253125, 0.196875, 0.196875], [0, 0.484375, 0.284375, 0.196875, 0.196875], [0, 0.490625, 0.315625, 0.196875, 0.196875], [0, 0.496875, 0.346875, 0.196875, 0.196875], [0, 0.503125, 0.378125, 0.196875, 0.196875], [0, 0.509375, 0.409375, 0.196875, 0.196875], [0, 0.515625, 0.440625, 0.196875, 0.196875], [0, 0.521875, 0.471875, 0.196875, 0.196875], [0, 0.528125, 0.503125, 0.196875, 0.196875], [0, 0.534375, 0.534375, 0.196875, 0.196875], [0, 0.540625, 0.565625, 0.196875, 0.196875], [0, 0.546875, 0.596875, 0.196875, 0.196875], [0, 0.553125, 0.628125, 0.196875, 0.196875], [0, 0.559375, 0.659375, 0.196875, 0.196875], [0, 0.565625, 0.690625, 0.196875, 0.196875]]
[[1, 0.884375, 0.096875, 0.1125, 0.1125], [1, 0.84375, 0.15, 0.1125, 0.1125], [1, 0.803125, 0.203125, 0.1125, 0.1125], [1, 0.7625, 0.25625, 0.1125, 0.1125], [1, 0.721875, 0.309375, 0.1125, 0.1125], [1, 0.68125, 0.3625, 0.1125, 0.1125], [1, 0.640625, 0.415625, 0.1125, 0.1125], [1, 0.6, 0.46875, 0.1125, 0.1125], [1, 0.559375, 0.521875, 0.1125, 0.1125], [1, 0.51875, 0.575, 0.1125, 0.1125], [1, 0.478125, 0.628125, 0.1125, 0.1125], [1, 0.4375, 0.68125, 0.1125, 0.1125], [1, 0.396875, 0.734375, 0.1125, 0.1125], [1, 0.35625, 0.7875, 0.1125, 0.1125], [1, 0.315625, 0.840625, 0.1125, 0.1125]]
[[2, 0.68125, 0.803125, 0.1875, 0.1875], [2, 0.68125, 0.803125, 0.1875, 0.1875], [2, 0.68125, 0.803125, 0.1875, 0.1875], [2, 0.68125, 0.803125, 0.1875, 0.1875], [2, 0.68125, 0.803125, 0.1875, 0.1875], [2, 0.68125, 0.803125, 0.1875, 0.1875], [2, 0.68125, 0.803125, 0.1875, 0.1875], [2, 0.68125, 0.803125, 0.1875, 0.1875], [2, 0.68125, 0.803125, 0.1875, 0.1875], [2, 0.68125, 0.803125, 0.1875, 0.1875], [2, 0.68125, 0.803125, 0.1875, 0.1875], [2, 0.68125, 0.803125, 0.1875, 0.1875], [2, 0.68125, 0.803125, 0.1875, 0.1875], [2, 0.68125, 0.803125, 0.1875, 0.1875], [2, 0.68125, 0.803125, 0.1875, 0.1875]]
[[2, 0.825, 0.76875, 0.16875, 0.16875], [2, 0.825, 0.76875, 0.16875, 0.16875], [2, 0.825, 0.76875, 0.16875, 0.16875], [2, 0.825, 0.76875, 0.16875, 0.16875], [2, 0.825, 0.76875, 0.16875, 0.16875], [2, 0.825, 0.76875, 0.16875, 0.16875], [2, 0.825, 0.76875, 0.16875, 0.16875], [2, 0.825, 0.76875, 0.16875, 0.16875], [2, 0.825, 0.76875, 0.16875, 0.16875], [2, 0.825, 0.76875, 0.16875, 0.16875], [2, 0.825, 0.76875, 0.16875, 0.16875], [2, 0.825, 0.76875, 0.16875, 0.16875], [2, 0.825, 0.76875, 0.16875, 0.16875], [2, 0.825, 0.76875, 0.16875, 0.16875], [2, 0.825, 0.76875, 0.16875, 0.16875]]
[[0, 0.759375, 0.759375, 0.13125, 0.13125], [0, 0.759375, 0.759375, 0.13125, 0.13125], [0, 0.759375, 0.759375, 0.13125, 0.13125], [0, 0.759375, 0.759375, 0.13125, 0.13125], [0, 0.759375, 0.759375, 0.13125, 0.13125], [0, 0.759375, 0.759375, 0.13125, 0.13125], [0, 0.759375, 0.759375, 0.13125, 0.13125], [0, 0.759375, 0.759375, 0.13125, 0.13125], [0, 0.759375, 0.759375, 0.13125, 0.13125], [0, 0.759375, 0.759375, 0.13125, 0.13125], [0, 0.759375, 0.759375, 0.13125, 0.13125], [0, 0.759375, 0.759375, 0.13125, 0.13125], [0, 0.759375, 0.759375, 0.13125, 0.13125], [0, 0.759375, 0.759375, 0.13125, 0.13125], [0, 0.759375, 0.759375, 0.13125, 0.13125]]
[[0, 0.759375, 0.121875, 0.13125, 0.13125], [0, 0.759375, 0.121875, 0.13125, 0.13125], [0, 0.759375, 0.121875, 0.13125, 0.13125], [0, 0.759375, 0.121875, 0.13125, 0.13125], [0, 0.759375, 0.121875, 0.13125, 0.13125], [0, 0.759375, 0.121875, 0.13125, 0.13125], [0, 0.759375, 0.121875, 0.13125, 0.13125], [0, 0.759375, 0.121875, 0.13125, 0.13125], [0, 0.759375, 0.121875, 0.13125, 0.13125], [0, 0.759375, 0.121875, 0.13125, 0.13125], [0, 0.759375, 0.121875, 0.13125, 0.13125], [0, 0.759375, 0.121875, 0.13125, 0.13125], [0, 0.759375, 0.121875, 0.13125, 0.13125], [0, 0.759375, 0.121875, 0.13125, 0.13125], [0, 0.759375, 0.121875, 0.13125, 0.13125]]
[[0, 0.63125, 0.696875, 0.15, 0.15], [0, 0.63125, 0.696875, 0.15, 0.15], [0, 0.63125, 0.696875, 0.15, 0.15], [0, 0.63125, 0.696875, 0.15, 0.15], [0, 0.63125, 0.696875, 0.15, 0.15], [0, 0.63125, 0.696875, 0.15, 0.15], [0, 0.63125, 0.696875, 0.15, 0.15], [0, 0.63125, 0.696875, 0.15, 0.15], [0, 0.63125, 0.696875, 0.15, 0.15], [0, 0.63125, 0.696875, 0.15, 0.15], [0, 0.63125, 0.696875, 0.15, 0.15], [0, 0.63125, 0.696875, 0.15, 0.15], [0, 0.63125, 0.696875, 0.15, 0.15], [0, 0.63125, 0.696875, 0.15, 0.15], [0, 0.63125, 0.696875, 0.15, 0.15]]
